production_line,product_id,custo_producao_por_lata
CAB_L1,Fusion_Manga,0.151
CAB_L1,Fusion_Morango,0.2135
CAB_L1,Itubaiana_Laranja,0.2452
CAB_L1,Itubaiana_Uva,0.3584
CAB_L1,Itubaiana_Limao,0.3283
CAB_L2,Coca_Cola,0.2424
CAB_L2,Fanta_Laranja,0.4946
CAB_L2,Fanta_Uva,0.3423
CAB_L2,Sprite,0.1949
CAB_L2,Kuat,0.1407
CAB_L2,Schweppes_Citrus,0.1611
CAB_L2,Del_Valle_Pessego,0.1984
CAB_L2,Del_Valle_Uva,0.1643
CAB_L2,H2OH_Limao,0.1746
CAB_L2,H2OH_Maracuja,0.214
CAB_L2,Brahma_Lata,0.1693
CAB_L2,Antarctica_Lata,0.4587
CAB_L2,Skol_Lata,0.1321
CAB_L2,Bohemia_Lata,0.3098
CAB_L2,Budweiser_Lata,0.2642
CAB_L2,Corona_Lata,0.493
CAB_L2,Stella_Artois_Lata,0.1448
CAB_L2,Heineken_Lata,0.2591
CAB_L2,Amstel_Lata,0.4878
CAB_L2,Eisenbahn_Lata,0.4462
CAB_L2,Pepsi,0.4268
CAB_L2,Pepsi_Black,0.2032
CAB_L2,Guarana_Antarctica,0.1684
CAB_L2,Guarana_Jesus,0.3675
CAB_L2,Tonica_Schweppes,0.4718
CAB_L2,Fusion_Manga,0.3227
CAB_L2,Fusion_Morango,0.3286
CAB_L2,Itubaiana_Laranja,0.212
CAB_L2,Itubaiana_Uva,0.4078
CAB_L2,Itubaiana_Limao,0.1748
CAB_L3,Coca_Cola,0.2295
CAB_L3,Fanta_Laranja,0.2702
CAB_L3,Fanta_Uva,0.303
CAB_L3,Sprite,0.197
CAB_L3,Kuat,0.1459
CAB_L3,Schweppes_Citrus,0.3442
CAB_L3,Del_Valle_Pessego,0.2155
CAB_L3,Del_Valle_Uva,0.3325
CAB_L3,H2OH_Limao,0.1617
CAB_L3,H2OH_Maracuja,0.2925
CAB_L3,Brahma_Lata,0.313
CAB_L3,Antarctica_Lata,0.1207
CAB_L3,Skol_Lata,0.2346
CAB_L3,Bohemia_Lata,0.1538
CAB_L3,Budweiser_Lata,0.1253
CAB_L3,Corona_Lata,0.496
CAB_L3,Stella_Artois_Lata,0.2289
CAB_L3,Heineken_Lata,0.4239
CAB_L3,Amstel_Lata,0.2019
CAB_L3,Eisenbahn_Lata,0.3726
CAB_L3,Pepsi,0.4041
CAB_L3,Pepsi_Black,0.3383
CAB_L3,Guarana_Antarctica,0.2886
CAB_L3,Guarana_Jesus,0.2647
CAB_L3,Tonica_Schweppes,0.2395
CAB_L3,Fusion_Manga,0.4718
CAB_L3,Fusion_Morango,0.4322
CAB_L3,Itubaiana_Laranja,0.486
CAB_L3,Itubaiana_Uva,0.1497
CAB_L3,Itubaiana_Limao,0.3923
TRE_L1,Coca_Cola,0.4753
TRE_L1,Fanta_Laranja,0.1725
TRE_L1,Fanta_Uva,0.1266
TRE_L1,Sprite,0.3964
TRE_L1,Kuat,0.3298
TRE_L1,Schweppes_Citrus,0.4367
TRE_L1,Del_Valle_Pessego,0.1559
TRE_L1,Del_Valle_Uva,0.4181
TRE_L1,H2OH_Limao,0.1807
TRE_L1,H2OH_Maracuja,0.1655
TRE_L1,Brahma_Lata,0.1657
TRE_L1,Antarctica_Lata,0.4258
TRE_L1,Skol_Lata,0.3661
TRE_L1,Bohemia_Lata,0.3092
TRE_L1,Budweiser_Lata,0.2435
TRE_L1,Corona_Lata,0.4509
TRE_L1,Stella_Artois_Lata,0.257
TRE_L1,Heineken_Lata,0.4266
TRE_L1,Amstel_Lata,0.2757
TRE_L1,Eisenbahn_Lata,0.2508
TRE_L1,Pepsi,0.2851
TRE_L1,Pepsi_Black,0.2206
TRE_L1,Guarana_Antarctica,0.399
TRE_L1,Guarana_Jesus,0.3011
TRE_L1,Tonica_Schweppes,0.1929
TRE_L1,Fusion_Manga,0.4598
TRE_L1,Fusion_Morango,0.2536
TRE_L1,Itubaiana_Laranja,0.3174
TRE_L1,Itubaiana_Uva,0.4626
TRE_L1,Itubaiana_Limao,0.3497
TRE_L2,Coca_Cola,0.1468
TRE_L2,Fanta_Laranja,0.4759
TRE_L2,Fanta_Uva,0.3511
TRE_L2,Sprite,0.234
TRE_L2,Kuat,0.1557
TRE_L2,Schweppes_Citrus,0.4176
TRE_L2,Del_Valle_Pessego,0.348
TRE_L2,Del_Valle_Uva,0.3134
TRE_L2,H2OH_Limao,0.4576
TRE_L2,H2OH_Maracuja,0.4154
TRE_L2,Brahma_Lata,0.1607
TRE_L2,Antarctica_Lata,0.2247
TRE_L2,Skol_Lata,0.1994
TRE_L2,Bohemia_Lata,0.3976
TRE_L2,Budweiser_Lata,0.1134
TRE_L2,Corona_Lata,0.328
TRE_L2,Stella_Artois_Lata,0.405
TRE_L2,Heineken_Lata,0.4507
TRE_L2,Amstel_Lata,0.2368
TRE_L2,Eisenbahn_Lata,0.4285
TRE_L2,Pepsi,0.1443
TRE_L2,Pepsi_Black,0.4386
TRE_L2,Guarana_Antarctica,0.151
TRE_L2,Guarana_Jesus,0.2589
TRE_L2,Tonica_Schweppes,0.4189
TRE_L2,Fusion_Manga,0.16
TRE_L2,Fusion_Morango,0.1917
TRE_L2,Itubaiana_Laranja,0.3889
TRE_L2,Itubaiana_Uva,0.388
TRE_L2,Itubaiana_Limao,0.3565
TRE_L3,Coca_Cola,0.3776
TRE_L3,Fanta_Laranja,0.3171
TRE_L3,Fanta_Uva,0.2007
TRE_L3,Sprite,0.2383
TRE_L3,Kuat,0.1726
TRE_L3,Schweppes_Citrus,0.4634
TRE_L3,Del_Valle_Pessego,0.3334
TRE_L3,Del_Valle_Uva,0.2603
TRE_L3,H2OH_Limao,0.2848
TRE_L3,H2OH_Maracuja,0.4789
TRE_L3,Brahma_Lata,0.1613
TRE_L3,Antarctica_Lata,0.3345
TRE_L3,Skol_Lata,0.3024
TRE_L3,Bohemia_Lata,0.3446
TRE_L3,Budweiser_Lata,0.1072
TRE_L3,Corona_Lata,0.4488
TRE_L3,Stella_Artois_Lata,0.4728
TRE_L3,Heineken_Lata,0.3261
TRE_L3,Amstel_Lata,0.3787
TRE_L3,Eisenbahn_Lata,0.469
TRE_L3,Pepsi,0.3829
TRE_L3,Pepsi_Black,0.161
TRE_L3,Guarana_Antarctica,0.3305
TRE_L3,Guarana_Jesus,0.3427
TRE_L3,Tonica_Schweppes,0.2697
TRE_L3,Fusion_Manga,0.3946
TRE_L3,Fusion_Morango,0.4737
TRE_L3,Itubaiana_Laranja,0.4702
TRE_L3,Itubaiana_Uva,0.2803
TRE_L3,Itubaiana_Limao,0.1453
GAM_L1,Coca_Cola,0.4939
GAM_L1,Fanta_Laranja,0.4356
GAM_L1,Fanta_Uva,0.1499
GAM_L1,Sprite,0.4683
GAM_L1,Kuat,0.448
GAM_L1,Schweppes_Citrus,0.3075
GAM_L1,Del_Valle_Pessego,0.3365
GAM_L1,Del_Valle_Uva,0.2596
GAM_L1,H2OH_Limao,0.1219
GAM_L1,H2OH_Maracuja,0.2341
GAM_L1,Brahma_Lata,0.4211
GAM_L1,Antarctica_Lata,0.1019
GAM_L1,Skol_Lata,0.2334
GAM_L1,Bohemia_Lata,0.2593
GAM_L1,Budweiser_Lata,0.315
GAM_L1,Corona_Lata,0.4679
GAM_L1,Stella_Artois_Lata,0.2385
GAM_L1,Heineken_Lata,0.2388
GAM_L1,Amstel_Lata,0.395
GAM_L1,Eisenbahn_Lata,0.2809
GAM_L1,Pepsi,0.1898
GAM_L1,Pepsi_Black,0.281
GAM_L1,Guarana_Antarctica,0.1563
GAM_L1,Guarana_Jesus,0.1706
GAM_L1,Tonica_Schweppes,0.2993
GAM_L1,Fusion_Manga,0.2676
GAM_L1,Fusion_Morango,0.4659
GAM_L1,Itubaiana_Laranja,0.245
GAM_L1,Itubaiana_Uva,0.3322
GAM_L1,Itubaiana_Limao,0.3529
GAM_L2,Coca_Cola,0.1052
GAM_L2,Fanta_Laranja,0.3654
GAM_L2,Fanta_Uva,0.1712
GAM_L2,Sprite,0.4844
GAM_L2,Kuat,0.1595
GAM_L2,Schweppes_Citrus,0.2658
GAM_L2,Del_Valle_Pessego,0.1341
GAM_L2,Del_Valle_Uva,0.4987
GAM_L2,H2OH_Limao,0.3009
GAM_L2,H2OH_Maracuja,0.3382
GAM_L2,Brahma_Lata,0.1268
GAM_L2,Antarctica_Lata,0.4
GAM_L2,Skol_Lata,0.184
GAM_L2,Bohemia_Lata,0.4592
GAM_L2,Budweiser_Lata,0.1821
GAM_L2,Corona_Lata,0.1763
GAM_L2,Stella_Artois_Lata,0.1146
GAM_L2,Heineken_Lata,0.2888
GAM_L2,Amstel_Lata,0.3259
GAM_L2,Eisenbahn_Lata,0.1263
GAM_L2,Pepsi,0.4102
GAM_L2,Pepsi_Black,0.2813
GAM_L2,Guarana_Antarctica,0.3098
GAM_L2,Guarana_Jesus,0.2763
GAM_L2,Tonica_Schweppes,0.2603
GAM_L2,Fusion_Manga,0.3239
GAM_L2,Fusion_Morango,0.1621
GAM_L2,Itubaiana_Laranja,0.1728
GAM_L2,Itubaiana_Uva,0.4447
GAM_L2,Itubaiana_Limao,0.4784
GAM_L3,Coca_Cola,0.2493
GAM_L3,Fanta_Laranja,0.2083
GAM_L3,Fanta_Uva,0.3576
GAM_L3,Sprite,0.2635
GAM_L3,Kuat,0.1102
GAM_L3,Schweppes_Citrus,0.1625
GAM_L3,Del_Valle_Pessego,0.3864
GAM_L3,Del_Valle_Uva,0.3636
GAM_L3,H2OH_Limao,0.1108
GAM_L3,H2OH_Maracuja,0.1888
GAM_L3,Brahma_Lata,0.1924
GAM_L3,Antarctica_Lata,0.3688
GAM_L3,Skol_Lata,0.1079
GAM_L3,Bohemia_Lata,0.1416
GAM_L3,Budweiser_Lata,0.42
GAM_L3,Corona_Lata,0.1714
GAM_L3,Stella_Artois_Lata,0.3611
GAM_L3,Heineken_Lata,0.1953
GAM_L3,Amstel_Lata,0.1398
GAM_L3,Eisenbahn_Lata,0.1973
GAM_L3,Pepsi,0.3889
GAM_L3,Pepsi_Black,0.4423
GAM_L3,Guarana_Antarctica,0.4321
GAM_L3,Guarana_Jesus,0.2589
GAM_L3,Tonica_Schweppes,0.3672
GAM_L3,Fusion_Manga,0.182
GAM_L3,Fusion_Morango,0.2173
GAM_L3,Itubaiana_Laranja,0.4585
GAM_L3,Itubaiana_Uva,0.1052
GAM_L3,Itubaiana_Limao,0.1342
